,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
39050,39050,OCCIDENTAL CHEMICAL CORP LULING,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,50000.0,0.0,0.0,0.0,0.0,50000.0
39056,39056,BASF CORP - FREEPORT SITE,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,77.0,0.0,0.0,0.0,0.0,77.0
39152,39152,HAUSNER HARD-CHROME OF KENTUCKY,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,8.3,0.0,8.3
39211,39211,JERRITT CANYON MINE,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,5400.0,0.0,0.0,0.0,5400.0
39325,39325,V&S TAUNTON GALVANIZING LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1563.0,0.0,1563.0
39335,39335,NOURYON FUNCTIONAL CHEMICALS LLC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,26.0,0.0,26.0
39353,39353,MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,2.7,0.0,0.0,0.0,2.7
39510,39510,INDORAMA VENTURES OXIDES LLC,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,96.94,0.0,96.94
39511,39511,VICKERY ENVIRONMENTAL INC.,Cobalt  And Cobalt Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,11919.0,0.0,0.0,0.0,0.0,11919.0
39595,39595,PHILLLIPS 66 CO BORGER REFINERY,Mercury  And Mercury Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.4,0.0,0.0,0.0,0.0,0.4
39624,39624,NORTH AMERICAN ELECTROLESS NIC KEL INC.,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,8978.0,8978.0
39643,39643,LINWOOD MINING & MINERALS CORP LIME PLANT,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,277.0,0.0,0.0,0.0,277.0
39676,39676,DIAMOND SHAMROCK REFINING CO LP,"1,3-Butadiene",0.0,TRI,NO,YES,NO,NO,Pounds,1100.0,0.0,0.0,0.0,0.0,1100.0
39698,39698,SI GROUP USA (USAA) LLC,Dinitrobutyl phenol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,7042.06,0.0,7042.06
39879,39879,HFFC AIRPORT FUEL FARM,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.001118,0.0,0.0,0.0,0.001118
39906,39906,ICU MEDICAL INC,Di(2-ethylhexyl) phthalate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.2,0.2
39919,39919,CHS MCPHERSON REFINERY - SRU,Tetrachloroethylene,0.0,TRI,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,3.0
39933,39933,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,24039.0,0.0,0.0,0.0,0.0,24039.0
39992,39992,AZZ GALVANIZING - ROCKFORD LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,5633.37,0.0,5633.37
40008,40008,ZALK STEEL & SUPPLY CO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2578.02,0.0,2578.02
40032,40032,RUBICON LLC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,2300.0,0.0,0.0,0.0,0.0,2300.0
40037,40037,STEEL DYNAMICS INC-FLAT ROLL DIV,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,6379.0,0.0,6379.0
40076,40076,NALCO FRESNO FACILITY,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,53898.0,0.0,53898.0
40145,40145,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,5845.0,0.0,0.0,0.0,0.0,5845.0
40167,40167,SOUTHWESTERN PLATING CO. INC.,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.46,0.0,0.46
40168,40168,CHS MCPHERSON REFINERY - SRU,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
40236,40236,DUPONT PONTCHARTRAIN WORKS,4-Aminobiphenyl,0.0,TRI,NO,YES,NO,NO,Pounds,18.78,0.0,0.0,0.0,0.0,18.78
40261,40261,GFS CHEMICALS INC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,94503.0,0.0,94503.0
40341,40341,US ARMY - WATERVLIET ARSENAL,Cadmium,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,4676.89,0.0,4676.89
40455,40455,INEOS NITRILES USA LLC,Acrolein,0.0,TRI,NO,NO,NO,NO,Pounds,7028.0,0.0,0.0,0.0,0.0,7028.0
40502,40502,SACHEM INC,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,138900.0,0.0,138900.0
40626,40626,LINWOOD MINING & MINERALS CORP LIME PLANT,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,64840.0,0.0,0.0,0.0,64840.0
40659,40659,DIAMOND SHAMROCK REFINING CO LP,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,33000.0,0.0,0.0,0.0,0.0,33000.0
40677,40677,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,7.66,0.0,7.66
40728,40728,V&S DELAWARE GALVANIZING LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,3.9,0.0,3.9
40781,40781,V&S DELAWARE GALVANIZING LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1894.0,0.0,1894.0
40822,40822,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Hydroquinone,0.0,TRI,NO,NO,NO,NO,Pounds,153198.0,0.0,0.0,0.0,0.0,153198.0
40915,40915,POLYNT COMPOSITES USA INC.,Phthalic anhydride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,159.0,0.0,159.0
40978,40978,CHAMPIONX-SCOTT,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1493.6,0.0,1493.6
41039,41039,TM DEER PARK SERVICES LP,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,365308.0,0.0,0.0,0.0,0.0,365308.0
41115,41115,CHS MCPHERSON REFINERY - SRU,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,267.0,0.0,0.0,0.0,0.0,267.0
41126,41126,AZZ GALVANIZING SERVICES-JOLIET,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1464.05,0.0,1464.05
41217,41217,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.0005,0.0,0.0005
41329,41329,VALERO THREE RIVERS REFINERY,Phenanthrene,0.0,TRI,NO,NO,NO,NO,Pounds,0.014,0.0,0.0,0.014,0.0,0.028
41366,41366,SOUTH ATLANTIC GALVANIZING LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.87,0.0,1.87
41368,41368,KURARAY AMERICA INC,Acetaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,21587.0,0.0,0.0,0.0,0.0,21587.0
41415,41415,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,61543.0,0.0,0.0,0.0,0.0,61543.0
41476,41476,DUPONT PONTCHARTRAIN WORKS,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,5664.33,0.0,0.0,0.0,0.0,5664.33
41526,41526,PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,"N,N-Dimethylformamide",0.0,TRI,NO,YES,NO,NO,Pounds,58000.0,0.0,0.0,0.0,0.0,58000.0
41552,41552,SAN JOAQUIN REFINING CO INC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,1890.0,0.0,0.0,0.0,0.0,1890.0
41556,41556,ROSS INCINERATION SERVICES INC,Nitrobenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.01,0.0,0.01
41594,41594,TRINITY HIGHWAY PRODUCTS LLC PLT 1055,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,18.0,0.0,18.0
41686,41686,JERRITT CANYON MINE,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,30.2,0.0,0.0,0.0,30.2
41689,41689,SCHUMACHER CO,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,7450.0,0.0,7450.0
41690,41690,TICONA POLYMERS INC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,18.0,0.0,0.0,0.0,0.0,18.0
41695,41695,INEOS NITRILES USA LLC,Acrylonitrile,0.0,TRI,NO,YES,NO,NO,Pounds,1076683.0,0.0,0.0,0.0,0.0,1076683.0
41749,41749,SOUTHWEST GALVANIZING INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,244944.0,0.0,244944.0
41815,41815,ENTERPRISE PRODUCTS OPERATING LLC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,19.5,0.0,19.5
41834,41834,UNION PROCESSING SYSTEMS LLC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,11015.0,0.0,0.0,0.0,0.0,11015.0
41854,41854,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,1950.0,0.0,0.0,47000.0,0.0,48950.0
41859,41859,OCI BEAUMONT LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1156735.0,0.0,1156735.0
41906,41906,OCCIDENTAL CHEMICAL CORP,Chloromethane,0.0,TRI,NO,NO,NO,NO,Pounds,259040.0,0.0,0.0,0.0,0.0,259040.0
41979,41979,CHS SHENANDOAH FEED,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
42041,42041,GREIF PACKAGING LLC,Di(2-ethylhexyl) phthalate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,10240.0,0.0,10240.0
42058,42058,AZZ GALVANIZING SERVICES-PLYMOUTH,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2108.57,0.0,2108.57
42205,42205,CORNERSTONE CHEMICAL CO,Acrylamide,0.0,TRI,NO,YES,NO,NO,Pounds,199728.0,0.0,0.0,0.0,0.0,199728.0
42280,42280,H & M PLATING CO INC.,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1050.0,0.0,1050.0
42449,42449,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acrylamide,0.0,TRI,NO,YES,NO,NO,Pounds,2528386.0,0.0,0.0,0.0,0.0,2528386.0
42457,42457,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,266.149,0.0,266.149
42466,42466,EQUISTAR CHEMICALS LP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,215.28,0.0,0.0,0.0,0.0,215.28
42539,42539,LANXESS - SOUTH PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,19000.0,270000.0,0.0,0.0,0.0,289000.0
42555,42555,VICKERY ENVIRONMENTAL INC.,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,20104.0,0.0,0.0,0.0,0.0,20104.0
42556,42556,ELECTRO PLATING & FAB CO,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,12600.0,0.0,12600.0
42677,42677,ROEHM AMERICA LLC,Methyl methacrylate,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,530384.0,0.0,530384.0
42749,42749,ROSS INCINERATION SERVICES INC,Propachlor,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.024,0.0,0.024
42752,42752,ROSS INCINERATION SERVICES INC,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.268,0.0,0.268
42898,42898,CHROME DEPOSIT CORP,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,36.6,0.0,36.6
42978,42978,TM DEER PARK SERVICES LP,Toluene diisocyanate (mixed isomers),0.0,TRI,NO,YES,NO,NO,Pounds,47589.0,0.0,0.0,0.0,0.0,47589.0
42982,42982,ELECTRO-COATINGS OF TEXAS INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.73,0.0,0.73
43031,43031,CHEVRON PHILLIPS CHEMICAL CO LP,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,9.0,0.0,9.0
43117,43117,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,359.0,0.0,0.0,0.0,0.0,359.0
43203,43203,CHS SHENANDOAH FEED,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
43211,43211,CHEMTRON CORP,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,677.94,0.0,677.94
43283,43283,DIAMOND SHAMROCK REFINING CO LP,Polycyclic aromatic compounds,0.0,PBT,NO,YES,YES,NO,Pounds,20000.0,0.0,0.0,0.0,0.0,20000.0
43312,43312,LOUISIANA INTEGRATED POLYETHYLENE JV LLC,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,1967.0,0.0,1967.0
43317,43317,SOUTH ATLANTIC GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,48689.0,0.0,48689.0
43352,43352,TYSON FRESH MEATS INC.,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,12613.0,0.0,0.0,0.0,0.0,12613.0
43376,43376,COAL CREEK STATION,Antimony compounds,0.0,TRI,YES,NO,NO,NO,Pounds,6.0,0.0,0.0,0.0,0.0,6.0
43419,43419,CORNERSTONE CHEMICAL CO,Acrylonitrile,0.0,TRI,NO,YES,NO,NO,Pounds,73569.0,0.0,0.0,0.0,0.0,73569.0
43423,43423,SOLVAY SPECIALTY POLYMERS USA,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,1529187.34,0.0,0.0,0.0,0.0,1529187.34
43468,43468,MOSAIC FERTILIZER LLC UNCLE SAM PLANT,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,4300.0,0.0,0.0,0.0,0.0,4300.0
43474,43474,HFFC AIRPORT FUEL FARM,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.004386,0.0,0.0,0.0,0.004386
43526,43526,RUBICON LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,1000000.0,0.0,0.0,0.0,0.0,1000000.0
43553,43553,EQUISTAR CHEMICALS LP,"1,3-Butadiene",0.0,TRI,NO,YES,NO,NO,Pounds,18.2,0.0,0.0,0.0,0.0,18.2
43608,43608,UOP-SHREVEPORT PLANT,Dimethylamine,0.0,TRI,NO,NO,NO,NO,Pounds,62.0,0.0,0.0,0.0,0.0,62.0
43622,43622,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Biphenyl,0.0,TRI,NO,NO,NO,NO,Pounds,48709.0,0.0,0.0,0.0,0.0,48709.0
43634,43634,LANXESS - WEST PLANT,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,8.6,470.0,0.0,0.01,0.0,478.61
43648,43648,SUEZ WATER TECHNOLOGIES & SOLUTIONS INC.  - ORANGE,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1400.0,0.0,1400.0
43653,43653,LANXESS - SOUTH PLANT,Bromine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,110.0,0.0,110.0
43665,43665,LANXESS - SOUTH PLANT,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,18.0,0.0,0.0,0.0,0.0,18.0
43679,43679,HUTCHINSON TECHNOLOGY INC,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1931.0,0.0,1931.0
43693,43693,AZZ GALVANIZING SERVICES-ARKANSAS,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,6.64,0.0,6.64
43807,43807,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,2011269.0,0.0,0.0,0.0,0.0,2011269.0
43833,43833,EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),"1,3-Butadiene",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,328.0,0.0,328.0
43974,43974,ROSS INCINERATION SERVICES INC,Pentachloroethane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.006,0.0,0.006
44062,44062,TROPICANA MANUFACTURING CO INC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,5869.0,0.0,0.0,0.0,5869.0
44121,44121,TM DEER PARK SERVICES LP,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,73772.0,0.0,0.0,0.0,0.0,73772.0
44131,44131,TM DEER PARK SERVICES LP,Dimethylamine,0.0,TRI,NO,NO,NO,NO,Pounds,23762.0,0.0,0.0,0.0,0.0,23762.0
44149,44149,TM DEER PARK SERVICES LP,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,10590.0,0.0,0.0,0.0,0.0,10590.0
44151,44151,AGRIUM US INC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,6874.0,0.0,0.0,0.0,0.0,6874.0
44241,44241,VALMONT COATINGS INC DBA SIOUXLAND GALVANIZING CORP.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,16400.0,0.0,16400.0
44361,44361,REAL ALLOY RECYCLING LLC,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.3,0.0,0.0,0.0,0.0,0.3
44370,44370,BASF CORP - BEAUMONT,Chlorine,0.0,TRI,NO,NO,NO,NO,Pounds,147.0,0.0,0.0,0.0,0.0,147.0
44446,44446,CHS MCPHERSON REFINERY - SRU,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,30.0,0.0,0.0,0.0,0.0,30.0
44518,44518,DUPONT PONTCHARTRAIN WORKS,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,25689.0,0.0,0.0,0.0,0.0,25689.0
44639,44639,VALERO THREE RIVERS REFINERY,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,7.12,0.0,7.12
44750,44750,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,872.13,0.0,872.13
44759,44759,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,71000.0,0.0,0.0,160.0,0.0,71160.0
44853,44853,LYONDELL CHEMICAL CO,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,476004.0,0.0,0.0,0.009,0.0,476004.009
45002,45002,KOCH FERTILIZER DODGE CITY LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,900.0,0.0,0.0,0.0,0.0,900.0
45036,45036,OKLAHOMA STEEL & WIRE CO INC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,12.7,0.0,12.7
45066,45066,VOPAK LOGISTICS SERVICES USA INC DEER PARK,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.31,0.0,0.0,0.0,0.0,0.31
45106,45106,ROSS INCINERATION SERVICES INC,Acrylic acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.073,0.0,0.073
45121,45121,ROSS INCINERATION SERVICES INC,Methyl isobutyl ketone,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.535,0.0,0.535
45143,45143,ROSS INCINERATION SERVICES INC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.125,0.0,0.125
45173,45173,BASIN ELECTRIC ANTELOPE VALLEY STATION,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,5.0,0.0,0.0,0.0,0.0,5.0
45196,45196,AZZ GALVANIZING - CHATTANOOGA LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,14098.13,0.0,14098.13
45230,45230,STERLING SPECIALTY CHEMICALS LLC,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.03,0.0,0.03
45267,45267,TM DEER PARK SERVICES LP,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,327006.0,0.0,0.0,0.0,0.0,327006.0
45328,45328,BLANCHARD REFINING CO LLC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,38000.0,0.0,0.0,0.0,0.0,38000.0
45509,45509,CHS SHENANDOAH FEED,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
45532,45532,MICA STEELWORKS-KAUFMAN,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,13824.0,0.0,13824.0
45581,45581,CS BEEF PACKERS,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,57.0,0.0,0.0,0.0,57.0
45658,45658,COAL CREEK STATION,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,89.0,0.0,0.0,0.0,0.0,89.0
45705,45705,NOURYON SURFACE CHEMISTRY LLC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,21438.0,0.0,0.0,0.0,0.0,21438.0
45748,45748,HFFC AIRPORT FUEL FARM,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.00028,0.0,0.0,0.0,0.00028
45760,45760,CLEVELAND-CLIFFS BURNS HARBOR LLC,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,1106.0,0.0,0.0,1.0,0.0,1107.0
45806,45806,UOP-SHREVEPORT PLANT,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,173810.0,0.0,0.0,0.0,0.0,173810.0
45818,45818,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Barium,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,9.0,0.0,0.0,0.0,9.0
45841,45841,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,23215.0,0.0,0.0,0.0,0.0,23215.0
46048,46048,WEYLCHEM US INC.,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,35.0,0.0,35.0
46100,46100,TITANIUM METALS CORP,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,81852.5,0.0,81852.5
46150,46150,ROEHM AMERICA LLC,Hydroquinone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,6731.0,0.0,6731.0
46253,46253,ROSS INCINERATION SERVICES INC,Malathion,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
46287,46287,ROSS INCINERATION SERVICES INC,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.322,0.0,0.322
46320,46320,HUNTSMAN PETROCHEMICAL LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,27298.0,0.0,27298.0
46330,46330,ROSS INCINERATION SERVICES INC,Hydroquinone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.008,0.0,0.008
46389,46389,U.S. STEEL GRANITE CITY WORKS,Manganese  And Manganese Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,26.0,0.0,26.0
46399,46399,PRAIRIE STATE GENERATING CO,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,64.0,0.0,0.0,0.0,0.0,64.0
46476,46476,HOLLYFRONTIER TULSA REFINING LLC EAST FACILITY,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,15.0,0.0,15.0
46498,46498,BLANCHARD REFINING CO LLC,Cresol (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,33000.0,0.0,0.0,0.0,0.0,33000.0
46518,46518,TM DEER PARK SERVICES LP,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,2160178.0,0.0,0.0,0.0,0.0,2160178.0
46555,46555,AZZ GALVANIZING SERVICES-ST. LOUIS,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,5866.8,0.0,5866.8
46596,46596,THE DOW CHEMICAL CO - BEAUMONT ANILINE,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,43673.0,0.0,0.0,0.0,0.0,43673.0
46725,46725,PHILLIPS 66 CO SWEENY REFINERY COMPLEX,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,3.0,0.0,3.0
46757,46757,SOUTH ATLANTIC GALVANIZING,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,2.28,0.0,2.28
46767,46767,LAMBERTI USA CONROE PLANT 8910,"N,N-Dimethylformamide",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,13.0,0.0,13.0
46820,46820,BASF CORP - BEAUMONT,Chloromethane,0.0,TRI,NO,NO,NO,NO,Pounds,9773.0,0.0,0.0,0.0,0.0,9773.0
46966,46966,RUBICON LLC,Dioxin and dioxin-like compounds,0.0,Dioxin,NO,YES,YES,NO,Grams,0.0001342,0.0,0.0,0.0,0.0,0.0001342
