,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
7,7,OCCIDENTAL CHEMICAL CORP,"1,1,2,2-Tetrachloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,3.0
75,75,LANXESS - WEST PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,7500.0,410000.0,0.0,0.0,0.0,417500.0
80,80,LYONDELL CHEMICAL CO,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,197525.0,0.0,0.0,0.0,0.0,197525.0
158,158,VICKERY ENVIRONMENTAL INC.,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,62169.0,0.0,0.0,0.0,0.0,62169.0
207,207,LANXESS - SOUTH PLANT,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,420.0,0.0,0.0,0.0,0.0,420.0
288,288,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Acrylic acid,0.0,TRI,NO,NO,NO,NO,Pounds,4438.0,0.0,0.0,0.0,0.0,4438.0
363,363,EQUISTAR CHEMICALS LP,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,3093.39,0.0,0.0,0.0,0.0,3093.39
369,369,SRG GLOBAL FARMINGTON,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,23235.0,0.0,23235.0
393,393,SCEPTER INC,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,24.4,0.0,24.4
398,398,DIAMOND SHAMROCK REFINING CO LP,Cresol (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,10000.0,0.0,0.0,0.0,0.0,10000.0
472,472,TROPICANA MANUFACTURING CO INC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,31000.0,0.0,0.0,0.0,0.0,31000.0
622,622,LANXESS - CENTRAL,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,32000.0,250000.0,0.0,0.0,0.0,282000.0
666,666,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,174.0,0.0,0.0,0.0,0.0,174.0
696,696,JAYHAWK FINE CHEMICALS CORP,Triethylamine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,433.0,0.0,433.0
705,705,AZZ GALVANIZING SERVICES-JOLIET,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,4.35,0.0,4.35
807,807,THE DOW CHEMICAL CO - BEAUMONT ANILINE,Aniline,0.0,TRI,NO,NO,NO,NO,Pounds,23776.0,0.0,0.0,0.0,0.0,23776.0
821,821,AZZ GALVANIZING SERVICES-WINSTED,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2702.08,0.0,2702.08
874,874,LYONDELL CHEMICAL CO,Acetophenone,0.0,TRI,NO,NO,NO,NO,Pounds,479319.0,0.0,0.0,0.0,0.0,479319.0
1000,1000,POLYNT COMPOSITES USA INC. - HOUSTON,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,7586.0,0.0,7586.0
1036,1036,DIAMOND SHAMROCK REFINING CO LP,Phenanthrene,0.0,TRI,NO,NO,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
1102,1102,ISP TECHNOLOGIES INC,Vinyl acetate,0.0,TRI,NO,YES,NO,NO,Pounds,153.0,0.0,0.0,0.0,0.0,153.0
1122,1122,SUEZ WATER TECHNOLOGIES & SOLUTIONS INC.  - ORANGE,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1700.0,0.0,1700.0
1198,1198,VICKERY ENVIRONMENTAL INC.,Cadmium  And Cadmium Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,53658.0,0.0,0.0,0.0,0.0,53658.0
1229,1229,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,492349.0,0.0,0.0,0.0,0.0,492349.0
1263,1263,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Molybdenum trioxide,0.0,TRI,NO,YES,NO,NO,Pounds,126440.0,0.0,0.0,0.0,0.0,126440.0
1298,1298,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Acrylamide,0.0,TRI,NO,YES,NO,NO,Pounds,1468526.0,0.0,0.0,0.0,0.0,1468526.0
1367,1367,THE DOW CHEMICAL CO - BEAUMONT ANILINE,Nitrobenzene,0.0,TRI,NO,YES,NO,NO,Pounds,3215.0,0.0,0.0,0.0,0.0,3215.0
1386,1386,MAGNETIC INSPECTION LABORATORY INC,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,60436.0,0.0,60436.0
1428,1428,PAR HAWAII REFINING LLC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,3.59,0.0,0.0,0.0,3.59
1482,1482,KOCH FERTILIZER DODGE CITY LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,800.0,0.0,0.0,0.0,0.0,800.0
1497,1497,EQUISTAR CHEMICALS LP,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,66.66,0.0,0.0,0.0,0.0,66.66
1563,1563,CHS MCPHERSON REFINERY - SRU,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,3.0
1594,1594,WHARF RESOURCES,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.1,0.0,0.0,0.0,0.1
1599,1599,JAYHAWK FINE CHEMICALS CORP,Methyl tert-butyl ether,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,10183.0,10183.0
1635,1635,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Methacrylonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,35239.0,0.0,0.0,0.0,0.0,35239.0
1698,1698,LYONDELL CHEMICAL CO,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,78967.0,0.0,0.0,0.0,0.0,78967.0
1775,1775,AZZ GALVANIZING SERVICES-DIXON,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,4000.45,0.0,4000.45
1827,1827,ENVIRONMENTAL ENTERPRISES INC,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
1875,1875,ISP TECHNOLOGIES INC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,1692043.0,0.0,0.0,0.0,0.0,1692043.0
1929,1929,BUCKEYE TEXAS PROCESSING LLC-CORPUS CHRISTI,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.1,0.1
2126,2126,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Hydrogen cyanide,0.0,TRI,NO,NO,NO,NO,Pounds,20000.0,0.0,0.0,0.0,0.0,20000.0
2131,2131,CHEMOURS DELISLE PLANT,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,16.0,0.0,0.0,0.0,0.0,16.0
2176,2176,LYONDELL CHEMICAL CO,Propionaldehyde,0.0,TRI,NO,NO,NO,NO,Pounds,1784.0,0.0,0.0,0.0,0.0,1784.0
2219,2219,LYONDELL CHEMICAL CO,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,6075.0,0.0,0.0,0.0,0.0,6075.0
2238,2238,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,461583.0,0.0,0.0,0.0,0.0,461583.0
2282,2282,CLEVELAND-CLIFFS STEEL CORP - ZANESVI LLE WORKS,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.3,0.0,0.3
2482,2482,YOUNG GALVANIZING INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,14.0,0.0,14.0
2530,2530,INDORAMA VENTURES OXIDES LLC,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,18.14,0.0,18.14
2553,2553,BUCKEYE TEXAS PROCESSING LLC-CORPUS CHRISTI,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.1,0.1
2591,2591,LINWOOD MINING & MINERALS CORP LIME PLANT,Manganese  And Manganese Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,44800.0,0.0,0.0,0.0,44800.0
2662,2662,DIAMOND SHAMROCK REFINING CO LP,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,26000.0,0.0,0.0,0.0,0.0,26000.0
2673,2673,AFTON CHEMICAL CORP,o-Cresol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,449.61,0.0,449.61
2685,2685,HEARNE STEEL CO. INC.,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,71.0,0.0,71.0
2923,2923,LANXESS - CENTRAL,Bromine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,58.0,0.0,58.0
2935,2935,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,419840.0,0.0,0.0,0.0,0.0,419840.0
2987,2987,EQUISTAR CHEMICALS LP,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.65,0.0,0.65
3120,3120,WEYLCHEM US INC.,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,35.0,0.0,35.0
3132,3132,SOUTH ATLANTIC GALVANIZING LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,63213.0,0.0,63213.0
3210,3210,EQUISTAR CHEMICALS LP,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.47,0.0,0.47
3336,3336,ASARCO LLC AMARILLO COPPER REFINERY,Arsenic  And Arsenic Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,67378.0,0.0,0.0,0.0,0.0,67378.0
3338,3338,UOP-SHREVEPORT PLANT,Molybdenum trioxide,0.0,TRI,NO,YES,NO,NO,Pounds,359.0,0.0,0.0,0.0,0.0,359.0
3366,3366,ENVIRONMENTAL ENTERPRISES INC,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,241158.0,0.0,241158.0
3458,3458,DIAMOND SHAMROCK REFINING CO LP,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,1800.0,0.0,0.0,0.0,0.0,1800.0
3473,3473,CHS MCPHERSON REFINERY - SRU,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,26.0,0.0,0.0,0.0,0.0,26.0
3477,3477,DIAMOND SHAMROCK REFINING CO LP,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,2800.0,0.0,0.0,0.0,0.0,2800.0
3525,3525,CHEMOURS DELISLE PLANT,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,25073.0,0.0,0.0,0.0,0.0,25073.0
3542,3542,EQUISTAR CHEMICALS LP,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,377.33,0.0,0.0,0.0,0.0,377.33
3551,3551,OCCIDENTAL CHEMICAL CORP,Carbon tetrachloride,0.0,TRI,NO,YES,NO,NO,Pounds,13198.0,0.0,0.0,0.0,0.0,13198.0
3571,3571,DIAMOND SHAMROCK REFINING CO LP,Carbonyl sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,1900.0,0.0,0.0,0.0,0.0,1900.0
3581,3581,AZZ GALVANIZING SERVICES-DIXON,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,24.67,0.0,24.67
3653,3653,K C JONES PLATING CO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,70.0,0.0,70.0
3710,3710,STEEL DYNAMICS INC-FLAT ROLL DIV,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,40.0,0.0,40.0
3754,3754,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,25.0,0.0,0.0,0.0,0.0,25.0
3861,3861,CHS MCPHERSON REFINERY - SRU,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
3870,3870,DIAMOND SHAMROCK REFINING CO LP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,130000.0,0.0,0.0,0.0,0.0,130000.0
4016,4016,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,4503.0,0.0,0.0,0.0,0.0,4503.0
4026,4026,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Methyl isobutyl ketone,0.0,TRI,NO,YES,NO,NO,Pounds,10897.0,0.0,0.0,0.0,0.0,10897.0
4048,4048,VICKERY ENVIRONMENTAL INC.,Mercury  And Mercury Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,449.0,0.0,0.0,0.0,0.0,449.0
4231,4231,WESTERN REFINING TERMINALS LLC - BLOOMFIELD,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,2.0
4265,4265,AZZ GALVANIZING - ROCKFORD LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.95,0.0,1.95
4315,4315,SOUTHWESTERN PLATING CO. INC.,Cadmium compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,5.3,0.0,5.3
4327,4327,VICKERY ENVIRONMENTAL INC.,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,100229.0,0.0,0.0,0.0,0.0,100229.0
4366,4366,MOUNTAIN STATE CARBON LLC,Dibenzofuran,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
4411,4411,EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,5.0,0.0,5.0
4434,4434,LANXESS - CENTRAL,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,160000.0,0.0,0.0,0.0,0.0,160000.0
4492,4492,SMC NYE MINE SITE,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.26,0.0,0.0,0.0,0.26
4509,4509,SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,5045.0,0.0,5045.0
4510,4510,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acetonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,8508779.0,0.0,0.0,0.0,0.0,8508779.0
4617,4617,HASTINGS MANUFACTURING CO,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,3190.0,0.0,3190.0
4796,4796,EQUISTAR CHEMICALS LP,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,78.87,0.0,0.0,0.0,0.0,78.87
5045,5045,SCEPTER INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.5,0.0,0.5
5070,5070,K-T GALVANIZING CO,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,475.0,0.0,475.0
5143,5143,WHARF RESOURCES,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.01,0.0,0.0,0.0,0.0,0.01
5157,5157,LYONDELL CHEMICAL CO,Propylene oxide,0.0,TRI,NO,YES,NO,NO,Pounds,5589.0,0.0,0.0,0.0,0.0,5589.0
5181,5181,DIAMOND SHAMROCK REFINING CO LP,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,36000.0,0.0,0.0,0.0,0.0,36000.0
5196,5196,EQUISTAR CHEMICALS LP,Biphenyl,0.0,TRI,NO,NO,NO,NO,Pounds,21.73,0.0,0.0,0.0,0.0,21.73
5211,5211,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,37166.0,0.0,0.0,0.0,0.0,37166.0
5222,5222,KEYSTONE FOODS LLC - EUFAULA PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,400.0,0.0,0.0,0.0,400.0
5242,5242,KOCH FERTILIZER ENID LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,18051.0,0.0,18051.0
5252,5252,SHOREMET  LLC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,8600.0,0.0,8600.0
5325,5325,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,13.96,0.0,13.96
5333,5333,HASTINGS MANUFACTURING CO,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,86.0,0.0,86.0
5343,5343,SCEPTER INC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,49.5,0.0,49.5
5377,5377,SOUTHWESTERN PLATING CO. INC.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,10.3,0.0,10.3
5428,5428,KOCH FERTILIZER DODGE CITY LLC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,290000.0,0.0,0.0,0.0,0.0,290000.0
5441,5441,CHEMOURS DELISLE PLANT,Cobalt compounds,0.0,TRI,YES,NO,NO,NO,Pounds,50464.0,0.0,0.0,0.0,0.0,50464.0
5479,5479,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Selenium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,9.98,0.0,9.98
5545,5545,INDORAMA VENTURES OXIDES LLC,Nonylphenol Ethoxylates,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,111.26,0.0,111.26
5553,5553,JAYHAWK FINE CHEMICALS CORP,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,50913.0,50913.0
5594,5594,AZZ GALVANIZING SERVICES-MOBILE,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1758.63,0.0,1758.63
5627,5627,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,1600000.0,0.0,0.0,0.0,0.0,1600000.0
5637,5637,INDORAMA VENTURES OXIDES LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2.64,0.0,2.64
5733,5733,COLUMBUS ROLL SHOP,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,8400.0,0.0,8400.0
5749,5749,SIEGFRIED USA LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,706.0,0.0,706.0
5768,5768,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Acetaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,22440.0,0.0,0.0,0.0,0.0,22440.0
5993,5993,CHS MCPHERSON REFINERY - SRU,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,131.0,0.0,0.0,0.0,0.0,131.0
6001,6001,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Hydrogen fluoride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,11347.0,0.0,11347.0
6061,6061,SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,98964.0,0.0,98964.0
6173,6173,TOM G SMITH MUNICIPAL POWER PLANT & LAKE WORTH WTP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,11.26,0.0,0.0,0.0,0.0,11.26
6324,6324,ALBEMARLE CORP SOUTH PLANT,"2,4-Diaminotoluene",0.0,TRI,NO,YES,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,10.0
6362,6362,AZZ GALVANIZING SERVICES-WASKOM,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,4145.04,0.0,4145.04
6416,6416,BAYER CROPSCIENCE LP,Chloromethane,0.0,TRI,NO,NO,NO,NO,Pounds,62000.0,0.0,0.0,0.0,0.0,62000.0
6465,6465,BAYER CROPSCIENCE LP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,6900.0,0.0,0.0,0.0,0.0,6900.0
6507,6507,BAYER CROPSCIENCE LP,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,1100.0,0.0,0.0,0.0,0.0,1100.0
6682,6682,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Cyclohexane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,7.0,0.0,0.0,0.0,7.0
6707,6707,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.7,0.0,0.0,0.0,0.7
6774,6774,VALERO THREE RIVERS REFINERY,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,3.15,0.0,3.15
6814,6814,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
6846,6846,CLEVELAND-CLIFFS BURNS HARBOR LLC,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,17404.0,0.0,0.0,0.0,0.0,17404.0
6871,6871,RUBICON LLC,Aniline,0.0,TRI,NO,NO,NO,NO,Pounds,2700000.0,0.0,0.0,0.0,0.0,2700000.0
6935,6935,CLEVELAND-CLIFFS BURNS HARBOR LLC,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,59036.0,0.0,0.0,0.0,0.0,59036.0
6943,6943,VALERO THREE RIVERS REFINERY,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,1.85,0.0,1.85
6963,6963,VALERO THREE RIVERS REFINERY,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.14,0.0,0.14
6968,6968,CLEVELAND-CLIFFS BURNS HARBOR LLC,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,153.0,0.0,0.0,0.0,0.0,153.0
6986,6986,CHEMOURS CO - FAYETTEVILLE WORKS,Hexafluoropropylene oxide dimer acid,0.0,TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,3405.0,0.0,3405.0
6992,6992,RUBICON LLC,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,25000.0,0.0,0.0,0.0,0.0,25000.0
6994,6994,CLEVELAND-CLIFFS BURNS HARBOR LLC,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,795.0,0.0,0.0,1.0,0.0,796.0
7048,7048,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,414017.0,0.0,0.0,0.0,0.0,414017.0
7049,7049,CLEVELAND-CLIFFS BURNS HARBOR LLC,Pyridine,0.0,TRI,NO,YES,NO,NO,Pounds,11809.0,0.0,0.0,0.0,0.0,11809.0
7060,7060,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
7171,7171,ATTALA STEEL LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2518.0,0.0,2518.0
7184,7184,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,2.0,0.0,2.0
7191,7191,HFFC AIRPORT FUEL FARM,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.002597,0.0,0.0,0.0,0.002597
7223,7223,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,8.0,0.0,8.0
7264,7264,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,o-Xylene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
7325,7325,HFFC AIRPORT FUEL FARM,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.001,0.0,0.0,0.0,0.001
7340,7340,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,8.3,0.0,8.3
7351,7351,US STEEL CORP MIDWEST PLANT,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,420000.0,0.0,420000.0
7353,7353,HFFC AIRPORT FUEL FARM,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.016092,0.0,0.0,0.0,0.016092
7409,7409,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,7.0,0.0,0.0,0.0,7.0
7412,7412,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,8.0,0.0,0.0,0.0,8.0
7489,7489,LYONDELL CHEMICAL CO BAYPORT FACILITY,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
7490,7490,TM DEER PARK SERVICES LP,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,61628.0,0.0,0.0,0.0,0.0,61628.0
7499,7499,TM DEER PARK SERVICES LP,Ethylene oxide,0.0,TRI,NO,YES,NO,NO,Pounds,10159.0,0.0,0.0,0.0,0.0,10159.0
7504,7504,TM DEER PARK SERVICES LP,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,743090.0,0.0,0.0,0.0,0.0,743090.0
7541,7541,TM DEER PARK SERVICES LP,Hexafluoropropylene oxide dimer acid,0.0,TRI,NO,NO,NO,YES,Pounds,3188.0,0.0,0.0,0.0,0.0,3188.0
7688,7688,TM DEER PARK SERVICES LP,Pentachlorobenzene,0.0,PBT,NO,NO,YES,NO,Pounds,23.0,0.0,0.0,0.0,0.0,23.0
